id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,month,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
514617,SUD-2024-1-17497-24,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""AllAfrica,2024-02-26,At Least 12 Killed in Intensified Battles in Sudan Capital, All Charity Kitchens Closed
CR 	Dabanga""",AllAfrica,26/02/2024 00:00,"At Least 12 Killed in Intensified Battles in Sudan Capital, All Charity Kitchens Closed
CR 	Dabanga",member of the El Haj Yousef Resistance Committees,1,Bahri/ Khartoum North town,Market 13 in El Haj Yousef in Khartoum North,Khartoum state,Bahri district,15.6454,32.54505,POINT (32.54505 15.6454),152346,Sudan,625,Africa,1,1,2,21/02/2024,21/02/2024,0,0,0,4,4,4,4,625,
514619,SUD-2024-1-17497-25,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""AllAfrica,2024-02-26,At Least 12 Killed in Intensified Battles in Sudan Capital, All Charity Kitchens Closed
CR 	Dabanga""",AllAfrica,26/02/2024 00:00,"At Least 12 Killed in Intensified Battles in Sudan Capital, All Charity Kitchens Closed
CR 	Dabanga",The emir of the El Baraa bin Malik El Moez Talha paramilitary battalion,1,Omdurman town,El Mohandesin in Omdurman,Khartoum state,Omdurman district,15.636111,32.437222,POINT (32.437222 15.636111),152345,Sudan,625,Africa,1,1,2,22/02/2024,22/02/2024,1,0,0,0,1,1,1,625,
514612,SUD-2024-1-17497-23,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,2,"""AllAfrica,2024-02-26,At Least 12 Killed in Intensified Battles in Sudan Capital, All Charity Kitchens Closed
CR 	Dabanga"";""Darfur 24,2024-02-25,7 civilians were killed as a result of artillery shells falling south of Khartoum""",AllAfrica;Darfur 24,2024-02-26;2024-02-25,"At Least 12 Killed in Intensified Battles in Sudan Capital, All Charity Kitchens Closed
CR 	Dabanga;7 civilians were killed as a result of artillery shells falling south of Khartoum",spokesperson for the emergency committee of Khartoum’s Southern Belt,1,Khartoum city,En Nahda neighbourhood in southern Khartoum,Khartoum state,Khartoum district,15.588056,32.534167,POINT (32.534167 15.588056),152346,Sudan,625,Africa,1,1,2,22/02/2024,22/02/2024,0,0,4,3,7,7,7,625,
515428,SUD-2024-1-17497-30,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,2,"""Darfur 24,2024-02-25,7 civilians were killed as a result of artillery shells falling south of Khartoum"";""Sudan War Monitor,2024-02-26,Al-Burhan seeks Libyan help in Sudan war""",Darfur 24;Sudan War Monitor,2024-02-25;2024-02-26,7 civilians were killed as a result of artillery shells falling south of Khartoum;Al-Burhan seeks Libyan help in Sudan war,Darfur 24 (South Belt Emergency Room),1,Khartoum city,"Al-Nahda neighborhood, squares 1, 2, and 12",Khartoum state,Khartoum district,15.588056,32.534167,POINT (32.534167 15.588056),152346,Sudan,625,Africa,1,1,2,25/02/2024,25/02/2024,0,0,7,0,7,7,7,625,
514999,SUD-2024-1-17497-26,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,2,"""Sudan Tribune,2024-03-04,Two civilians killed in Sudanese airstrike on Al-Muglad, West Kordofan"";""Darfur 24,2024-03-04,One death and injuries in a raid launched by army aviation on Al-Muglad""",Sudan Tribune;Darfur 24,2024-03-04;2024-03-04,"Two civilians killed in Sudanese airstrike on Al-Muglad, West Kordofan;One death and injuries in a raid launched by army aviation on Al-Muglad",Civil Committees in West Kordofan,1,Muglad town,city of Al-Muglad,West Kordofan state,Abyei - Muglad district,11.033889,27.74,POINT (27.74 11.033889),145856,Sudan,625,Africa,1,1,3,04/03/2024,04/03/2024,0,0,2,0,2,2,2,625,
518073,SUD-2024-1-17497-45,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,3,"""Darfur 24,2024-03-08,El Fasher, the bodies of the victims of the army and Rapid Support clashes are being held"";""Darfur 24,2024-03-07,5 people killed in renewed fighting in El Fasher"";""Sudan War Monitor,2024-03-08,Deaths and injuries occurred in renewed clashes between the army and the Rapid Support Forces in El Fasherسقوط قتلى وجرحى في تجدد الاشتباكات بين الجيش وقوات الدعم السريع بالفاشر""",Darfur 24;Darfur 24;Sudan War Monitor,2024-03-08;2024-03-07;2024-03-08,"El Fasher, the bodies of the victims of the army and Rapid Support clashes are being held;5 people killed in renewed fighting in El Fasher;Deaths and injuries occurred in renewed clashes between the army and the Rapid Support Forces in El Fasherسقوط قتلى وجرحى في تجدد الاشتباكات بين الجيش وقوات الدعم السريع بالفاشر",A medical source at the Abshuk Health Center,1,Abu Shouk camp,Naivasha market in the center of the Abshuk camp,North Darfur state,El Fasher district,13.73,25.415,POINT (25.415 13.73),149451,Sudan,625,Africa,1,1,3,07/03/2024,07/03/2024,0,0,0,5,5,5,5,625,
527563,SUD-2024-1-17497-122,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Sudan War Monitor,2024-03-10,Sudan army noncommittal about Ramadan ceasefire""",Sudan War Monitor,10/03/2024 00:00,Sudan army noncommittal about Ramadan ceasefire,Pro-army sources,2,Babanusa town,Babanusa,West Kordofan state,Abyei - Muglad district,11.33333,27.8,POINT (27.8 11.33333),145856,Sudan,625,Africa,2,2,3,07/03/2024,08/03/2024,0,0,0,3,3,3,2,625,
517747,SUD-2024-1-17497-123,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,4,"""AllAfrica,2024-03-18,SPLM-N Condemns Sudanese Air Force Bombing of Nuba Village School
CR 	Dabanga"";""Darfur 24,2024-03-21,5 citizens were killed in new raids by the Sudanese army on the Nuba Mountains"";""Sudan War Monitor,2024-03-18,Massive movements of the Sudanese army in Kordofan, and military aircraft kill a number of civiliansتحركات واسعة للجيش السوداني بكردفان والطيران الحربي يقتل عدد من المدنيين"";""ACJPS,2024-05-09,CONFLICT AND HUMAN RIGHTS VIOLATIONS IN SOUTH KORDOFAN STATE""",AllAfrica;Darfur 24;Sudan War Monitor;ACJPS,2024-03-18;2024-03-21;2024-03-18;2024-05-09,"SPLM-N Condemns Sudanese Air Force Bombing of Nuba Village School
CR 	Dabanga;5 citizens were killed in new raids by the Sudanese army on the Nuba Mountains;Massive movements of the Sudanese army in Kordofan, and military aircraft kill a number of civiliansتحركات واسعة للجيش السوداني بكردفان والطيران الحربي يقتل عدد من المدنيين;CONFLICT AND HUMAN RIGHTS VIOLATIONS IN SOUTH KORDOFAN STATE",a source living in the area and SPML-N,1,El Hadra village,El Hadra village,South Kordofan state,Habila district,11.4175,30.045833,POINT (30.045833 11.4175),145861,Sudan,625,Africa,1,1,3,14/03/2024,14/03/2024,0,0,13,1,14,14,14,625,
518074,SUD-2024-1-17497-46,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Darfur 24,2024-03-15,A girl was killed and 3 civilians were injured during a Sudanese army air strike on El Fasher""",Darfur 24,15/03/2024 00:00,A girl was killed and 3 civilians were injured during a Sudanese army air strike on El Fasher,eyewitnesses,1,Al Fashir town,El Fasher city,North Darfur state,El Fasher district,13.633333,25.35,POINT (25.35 13.633333),149451,Sudan,625,Africa,1,1,3,15/03/2024,15/03/2024,0,0,1,0,1,1,1,625,
517742,SUD-2024-1-17497-31,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Sudan Tribune,2024-03-16,Sudanese army repels RSF attack in Khartoum, Babanusa battles intensify""",Sudan Tribune,16/03/2024 00:00,"Sudanese army repels RSF attack in Khartoum, Babanusa battles intensify",Military sources,1,Babanusa town,Babanusa,West Kordofan state,Abyei - Muglad district,11.33333,27.8,POINT (27.8 11.33333),145856,Sudan,625,Africa,1,1,3,16/03/2024,16/03/2024,0,0,3,0,3,3,2,625,
517750,SUD-2024-1-17497-32,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Sudan Tribune,2024-03-18,Renewed clashes erupt between Sudanese army and RSF in Khartoum Bahri""",Sudan Tribune,18/03/2024 00:00,Renewed clashes erupt between Sudanese army and RSF in Khartoum Bahri,Sudanese army,1,Bahri/ Khartoum North town,Khartoum Bahri,Khartoum state,Bahri district,15.6454,32.54505,POINT (32.54505 15.6454),152346,Sudan,625,Africa,1,1,3,18/03/2024,18/03/2024,0,24,0,0,24,25,24,625,
527801,SUD-2024-1-17497-125,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""IOM,2024-03-20,DTM Sudan Flash Alert: Conflict in Al Fasher (Al Fasher Town), North Darfur""",IOM,20/03/2024 00:00,"DTM Sudan Flash Alert: Conflict in Al Fasher (Al Fasher Town), North Darfur",DTM Sudan,1,Al Fashir town,Al Fasher Town,North Darfur state,El Fasher district,13.633333,25.35,POINT (25.35 13.633333),149451,Sudan,625,Africa,1,1,3,18/03/2024,18/03/2024,0,0,0,4,4,4,4,625,
517872,SUD-2024-1-17497-33,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,2,"""Sudan Tribune,2024-03-23,Sudanese airstrike kills civilians in West Kordofan"";""Sudan War Monitor,2024-03-24,New videos from the Khartoum Bahri front""",Sudan Tribune;Sudan War Monitor,2024-03-23;2024-03-24,Sudanese airstrike kills civilians in West Kordofan;New videos from the Khartoum Bahri front,a member of the Babanusa emergency room,2,Babanusa town,"town of Shuaa, 10 kilometres north of Babanusa",West Kordofan state,Abyei - Muglad district,11.33333,27.8,POINT (27.8 11.33333),145856,Sudan,625,Africa,1,1,3,22/03/2024,22/03/2024,0,0,3,0,3,3,3,625,
517904,SUD-2024-1-17497-37,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,2,"""Darfur 24,2024-03-23,Civilians killed and wounded during artillery shelling in El Fasher"";""AllAfrica,2024-03-26,Sudan Air Force Bombing of North Darfur Capital Leaves Nine Dead
CR 	Dabanga""",Darfur 24;AllAfrica,2024-03-23;2024-03-26,"Civilians killed and wounded during artillery shelling in El Fasher;Sudan Air Force Bombing of North Darfur Capital Leaves Nine Dead
CR 	Dabanga",A medical source at the Southern El Fasher Hospital,1,Al Fashir town,"Al-Qubba neighborhood, north of the Sixth Infantry Division Command in the city of El-Fasher,",North Darfur state,El Fasher district,13.633333,25.35,POINT (25.35 13.633333),149451,Sudan,625,Africa,1,1,3,23/03/2024,23/03/2024,0,0,2,0,2,2,2,625,
528921,SUD-2024-1-17497-138,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Sudan War Monitor,2024-03-26,Warplanes launch extensive raids on North Darfur as fighting continues in Khartoumالطيران الحربي يشن غارات واسعة على شمال دارفور مع إستمرار المعارك في الخرطوم""",Sudan War Monitor,26/03/2024 00:00,Warplanes launch extensive raids on North Darfur as fighting continues in Khartoumالطيران الحربي يشن غارات واسعة على شمال دارفور مع إستمرار المعارك في الخرطوم,The National Observatory for Human Rights in Sudan,1,Bahri/ Khartoum North town,Kadero area,Khartoum state,Bahri district,15.6454,32.54505,POINT (32.54505 15.6454),152346,Sudan,625,Africa,1,1,3,23/03/2024,23/03/2024,0,3,0,0,3,3,2,625,
528927,SUD-2024-1-17497-140,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Sudan War Monitor,2024-04-06,Babnusa: Ongoing battles and tragic conditions for the displacedبابنوسة: معارك مستمرة واوضاع مأساوية للنازحين""",Sudan War Monitor,06/04/2024 00:00,Babnusa: Ongoing battles and tragic conditions for the displacedبابنوسة: معارك مستمرة واوضاع مأساوية للنازحين,A source who spoke to (Sudan War Monitor) from the village of Shu’a,2,Babanusa town,Shu’a village,West Kordofan state,Abyei - Muglad district,11.33333,27.8,POINT (27.8 11.33333),145856,Sudan,625,Africa,1,1,3,24/03/2024,24/03/2024,0,0,4,0,4,4,4,625,
517902,SUD-2024-1-17497-35,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,6,"""AllAfrica,2024-03-26,Sudan Air Force Bombing of North Darfur Capital Leaves Nine Dead
CR 	Dabanga"";""Darfur 24,2024-03-25,23 killed and wounded in army raids on El Fasher"";""Sudan War Monitor,2024-03-26,Warplanes launch extensive raids on North Darfur as fighting continues in Khartoumالطيران الحربي يشن غارات واسعة على شمال دارفور مع إستمرار المعارك في الخرطوم"";""IOM,2024-03-27,DTM Sudan Flash Alert: Conflict in Al Fasher, Kebkabiya, and Kutum Localities, North Darfur"";""Confidential report,2024-03-25,Confidential report"";""Confidential Source ,2024-11-30,Victims of Sudan's 2023 War""",AllAfrica;Darfur 24;Sudan War Monitor;IOM;Confidential report;Confidential Source,2024-03-26;2024-03-25;2024-03-26;2024-03-27;2024-03-25;2024-11-30,"Sudan Air Force Bombing of North Darfur Capital Leaves Nine Dead
CR 	Dabanga;23 killed and wounded in army raids on El Fasher;Warplanes launch extensive raids on North Darfur as fighting continues in Khartoumالطيران الحربي يشن غارات واسعة على شمال دارفور مع إستمرار المعارك في الخرطوم;DTM Sudan Flash Alert: Conflict in Al Fasher, Kebkabiya, and Kutum Localities, North Darfur;Confidential report;Victims of Sudan's 2023 War",residents of El Fasher,1,Al Fashir town,El Fasher,North Darfur state,El Fasher district,13.633333,25.35,POINT (25.35 13.633333),149451,Sudan,625,Africa,1,1,3,25/03/2024,25/03/2024,0,3,9,0,12,12,11,625,
517908,SUD-2024-1-17497-39,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Sudan Tribune,2024-03-27,Sudanese army pushes westward in Omdurman, clashes Erupt in Umbada""",Sudan Tribune,27/03/2024 00:00,"Sudanese army pushes westward in Omdurman, clashes Erupt in Umbada",SudanTribune,1,Bahri/ Khartoum North town,Kadaro,Khartoum state,Bahri district,15.6454,32.54505,POINT (32.54505 15.6454),152346,Sudan,625,Africa,1,1,3,26/03/2024,26/03/2024,0,3,0,0,3,3,2,625,
517906,SUD-2024-1-17497-38,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,3,"""Sudan Tribune,2024-03-27,Sudanese army pushes westward in Omdurman, clashes Erupt in Umbada"";""BBC Monitoring Africa,2024-03-28,BBCM Africa Watchlist for 28 March"";""AllAfrica,2024-03-29,Sudan War - RSF-Minawi Forces Clash in Omdurman
CR 	Dabanga""",Sudan Tribune;BBC Monitoring Africa;AllAfrica,2024-03-27;2024-03-28;2024-03-29,"Sudanese army pushes westward in Omdurman, clashes Erupt in Umbada;BBCM Africa Watchlist for 28 March;Sudan War - RSF-Minawi Forces Clash in Omdurman
CR 	Dabanga",Military sources,1,Omdurman town,Doha suburb and Wad El Bashir Bridge Omdurman,Khartoum state,Omdurman district,15.636111,32.437222,POINT (32.437222 15.636111),152345,Sudan,625,Africa,1,1,3,26/03/2024,26/03/2024,0,30,0,0,30,30,30,625,
518120,SUD-2024-1-17497-47,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,3,"""Darfur 24,2024-03-30,13 killed and wounded by warplane bombing on El Fasher"";""IOM,2024-04-01,DTM Sudan Flash Alert: Conflict in Al Fasher and Al Malha localities, North Darfur"";""Sudan War Monitor,2024-03-30,Warplanes kill and injure a number of citizens in El Fasherالطيران الحربي يقتل ويصيب عدد من المواطنين بالفاشر""",Darfur 24;IOM;Sudan War Monitor,2024-03-30;2024-04-01;2024-03-30,"13 killed and wounded by warplane bombing on El Fasher;DTM Sudan Flash Alert: Conflict in Al Fasher and Al Malha localities, North Darfur;Warplanes kill and injure a number of citizens in El Fasherالطيران الحربي يقتل ويصيب عدد من المواطنين بالفاشر",medical staff at the Southern El Fasher Hospital and a resident,1,Al Fashir town,El Fasher,North Darfur state,El Fasher district,13.633333,25.35,POINT (25.35 13.633333),149451,Sudan,625,Africa,1,2,3,29/03/2024,30/03/2024,0,0,3,0,3,3,3,625,
519585,SUD-2024-1-17497-49,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Darfur 24,2024-04-01,Deaths and injuries due to airstrikes on Kabkabiya""",Darfur 24,01/04/2024 00:00,Deaths and injuries due to airstrikes on Kabkabiya,an eyewitness and a local source,1,Kabkabiyah town,on the rural hospital in the center of Kabkabiya and residential neighborhoods,North Darfur state,Kebkabiya district,13.65,24.08333,POINT (24.08333 13.65),149449,Sudan,625,Africa,1,1,4,01/04/2024,01/04/2024,0,0,0,2,2,3,2,625,
528925,SUD-2024-1-17497-139,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Sudan War Monitor,2024-04-05,Airstrike near U.S. Embassy Khartoum""",Sudan War Monitor,05/04/2024 00:00,Airstrike near U.S. Embassy Khartoum,Witnesses and survivors,1,Khartoum city,Soba suburb of Khartoum,Khartoum state,Khartoum district,15.588056,32.534167,POINT (32.534167 15.588056),152346,Sudan,625,Africa,1,1,4,01/04/2024,01/04/2024,0,0,3,21,24,24,24,625,
517946,SUD-2024-1-17497-40,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,6,"""Agence France Presse,2024-04-02,Seven killed in drone attack on key city in Sudan's northeast"";""Agence France Presse,2024-04-02,Twelve killed in drone attack on key city in Sudan's northeast"";""Xinhua News Agency,2024-04-03,Several killed, wounded in drone attack in N. Sudan"";""Sudan Tribune,2024-04-02,Drone strike targets Islamist group in Atbara, North Sudan"";""Darfur 24,2024-04-02,A march targeting the breakfast of an Islamic battalion fighting with the army"";""Sudan War Monitor,2024-04-02,False flag attack on Islamist brigade""",Agence France Presse;Agence France Presse;Xinhua News Agency;Sudan Tribune;Darfur 24;Sudan War Monitor,2024-04-02;2024-04-02;2024-04-03;2024-04-02;2024-04-02;2024-04-02,"Seven killed in drone attack on key city in Sudan's northeast;Twelve killed in drone attack on key city in Sudan's northeast;Several killed, wounded in drone attack in N. Sudan;Drone strike targets Islamist group in Atbara, North Sudan;A march targeting the breakfast of an Islamic battalion fighting with the army;False flag attack on Islamist brigade",a medic and witnesses,1,Atbara town,Atbara city,River Nile state,Atbara district,17.698755,33.984814,POINT (33.984814 17.698755),155228,Sudan,625,Africa,1,1,4,02/04/2024,02/04/2024,0,0,0,12,12,12,12,625,
519586,SUD-2024-1-17497-256,2024,TRUE,Check,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,4,"""Darfur 24,2024-04-03,Dead and wounded in a tribal conflict in Darfur"";""Middle East Eye,2024-02-05,Sudanese take up arms against RSF as army begins to push back"";""Darfur 24,2024-04-07,23 killed in militia attack on North Darfur town"";""Sudan War Monitor,2024-04-09,30 people killed in one week in Darfur, including 25 in North Darfurمقتل ٣٠ شخص خلال أسبوع بدارفور منهم ٢٥ شخص بشمال دارفور""",Darfur 24;Middle East Eye;Darfur 24;Sudan War Monitor,2024-04-03;2024-02-05;2024-04-07;2024-04-09,"Dead and wounded in a tribal conflict in Darfur;Sudanese take up arms against RSF as army begins to push back;23 killed in militia attack on North Darfur town;30 people killed in one week in Darfur, including 25 in North Darfurمقتل ٣٠ شخص خلال أسبوع بدارفور منهم ٢٥ شخص بشمال دارفور",a group calling itself the Families of Victims of Violence,3,El Fasher district,"villages of Baraka, Janjunat (the three), Darma, Azbani, and Karo and the surrounding villages",North Darfur state,El Fasher district,13.63333,25.35,POINT (25.35 13.63333),149451,Sudan,625,Africa,2,2,4,02/04/2024,05/04/2024,0,0,0,23,23,23,23,625,
534195,SUD-2024-1-17497-222,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Sudan War Monitor,2024-04-09,30 people killed in one week in Darfur, including 25 in North Darfurمقتل ٣٠ شخص خلال أسبوع بدارفور منهم ٢٥ شخص بشمال دارفور""",Sudan War Monitor,09/04/2024 00:00,"30 people killed in one week in Darfur, including 25 in North Darfurمقتل ٣٠ شخص خلال أسبوع بدارفور منهم ٢٥ شخص بشمال دارفور",Field sources reported to Sudan War Monitor,1,Al Fashir town,east of El Fasher Grand Market,North Darfur state,El Fasher district,13.633333,25.35,POINT (25.35 13.633333),149451,Sudan,625,Africa,1,1,4,04/04/2024,04/04/2024,0,0,2,0,2,2,2,625,
534194,SUD-2024-1-17497-221,2024,TRUE,Check geography,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Sudan War Monitor,2024-04-08,Fierce battles between the army and the Rapid Support Forces in Al-Jazeera, and the army intends to enter Madani before Eidمعارك ضارية بين قوات الجيش والدعم السريع بالجزيرة والجيش يعتزم دخول مدني قبل العيد""",Sudan War Monitor,08/04/2024 00:00,"Fierce battles between the army and the Rapid Support Forces in Al-Jazeera, and the army intends to enter Madani before Eidمعارك ضارية بين قوات الجيش والدعم السريع بالجزيرة والجيش يعتزم دخول مدني قبل العيد",RSF,3,Wad Medani district,eastern axis along the Gedaref-Al-Faw road and the western axis towards Al-Managil and Madina Arab,Gezira state,Wad Medani district,14.4,33.516667,POINT (33.516667 14.4),150188,Sudan,625,Africa,1,1,4,07/04/2024,07/04/2024,0,0,0,0,0,2,0,625,
521553,SUD-2024-1-17497-55,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Sudan Tribune,2024-04-08,Sudanese army advances in Al-Jazirah, RSF vows response""",Sudan Tribune,08/04/2024 00:00,"Sudanese army advances in Al-Jazirah, RSF vows response",Wad Madani Resistance Committees,1,Sharif Yaqub village,Sharif Yaqoub village,Gezira state,Wad Medani district,14.26667,33.73333,POINT (33.73333 14.26667),150188,Sudan,625,Africa,1,1,4,07/04/2024,07/04/2024,0,0,2,0,2,2,2,625,
521565,SUD-2024-1-17497-56,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,2,"""Sudan Tribune,2024-04-11,Khartoum activists blame RSF for deadly shelling in Al-Jarif"";""BBC Monitoring Africa,2024-04-12,BBCM Africa Watchlist 12Apr 24""",Sudan Tribune;BBC Monitoring Africa,2024-04-11;2024-04-12,Khartoum activists blame RSF for deadly shelling in Al-Jarif;BBCM Africa Watchlist 12Apr 24,the Al-Jarif Emergency Room,3,Sharq El Nile district,"Al-Jarif’s eastern Hab Al-Naseem neighbourhood, East Nile locality",Khartoum state,Sharq El Nile district,15.77,33.56,POINT (33.56 15.77),152348,Sudan,625,Africa,1,1,4,11/04/2024,11/04/2024,0,0,0,13,13,13,13,625,
519829,SUD-2024-1-17497-50,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Darfur 24,2024-04-12,A woman was killed in a Sudanese army air strike on North Darfur""",Darfur 24,12/04/2024 00:00,A woman was killed in a Sudanese army air strike on North Darfur,,2,Baashim/Tina village,Donki area in Aashim,North Darfur state,Kutum district,14.616666,25.183333,POINT (25.183333 14.616666),150891,Sudan,625,Africa,1,1,4,11/04/2024,11/04/2024,0,0,1,0,1,1,1,625,
519835,SUD-2024-1-17497-52,2024,TRUE,Check deaths,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Darfur 24,2024-04-14,The fighting between the movements and the Rapid Support moved from the villages of El Fasher to Mellit""",Darfur 24,14/04/2024 00:00,The fighting between the movements and the Rapid Support moved from the villages of El Fasher to Mellit,An eyewitness from Mellit,2,Mellit town,Mellit,North Darfur state,Mellit district,14.13333,25.55,POINT (25.55 14.13333),150172,Sudan,625,Africa,1,1,4,13/04/2024,13/04/2024,0,0,0,2,2,3,2,625,
519838,SUD-2024-1-17497-54,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,6,"""Darfur 24,2024-04-16,Killed and wounded among civilians in the fiercest fighting in “Al-Fasher"""";""Reuters News,2024-04-15,UPDATE 5-Donors raise more than 2 bln euros for Sudan aid a year into war"";""Agence France Presse,2024-04-14,Fear grips key city in Sudan's Darfur as fragile peace breaks down"";""Sudan War Monitor,2024-04-13,Renewed clashes west of El Fasher, armed movements and Rapid Support interveneتجدد الاشتباكات غرب الفاشر وتدخل الحركات المسلحة والدعم السريع"";""Confidential Source ,2024-11-30,Victims of Sudan's 2023 War"";""Confidential report,2024-04-13,Confidential report""",Darfur 24;Reuters News;Agence France Presse;Sudan War Monitor;Confidential Source ;Confidential report,2024-04-16;2024-04-15;2024-04-14;2024-04-13;2024-11-30;2024-04-13,"Killed and wounded among civilians in the fiercest fighting in “Al-Fasher"";UPDATE 5-Donors raise more than 2 bln euros for Sudan aid a year into war;Fear grips key city in Sudan's Darfur as fragile peace breaks down;Renewed clashes west of El Fasher, armed movements and Rapid Support interveneتجدد الاشتباكات غرب الفاشر وتدخل الحركات المسلحة والدعم السريع;Victims of Sudan's 2023 War;Confidential report",,1,Al Fashir town,northern and eastern neighborhoods and the vicinity of the Abshuk camp for displaced people in the city of El Fasher,North Darfur state,El Fasher district,13.633333,25.35,POINT (25.35 13.633333),149451,Sudan,625,Africa,1,1,4,13/04/2024,13/04/2024,0,0,13,0,13,13,13,625,
