med_event_ID,conflict_country,conflict_counry_ID,conflict_id,med_location - MULTISELECT,med_loc_cty,med_loc_x,med_loc_y,Day,Month,Year,third_party,third_party_id_GLOPAD,third_party_id,third_party_id_PAX,num_med,med_scope,individual_med_named,groupings_mechanisms,local_parties,local_party_id,local_indiv_group,num_local,if_loc_belig,agmt,agmt_name,agmt_id_PAX,Summary,source_urls,shuttle,med_type
SYR202405-18,Syria,652,,New York,United States,-73.9249,40.6943,30,5,2024,UNSG; UNSC; OCHA,IGO_386;IGO_8;GP-51,IGO_386;IGO_8;,;;,3,H,Martin Griffiths; Geir O. Pedersen,,,,,0,,0,,,"On 30 May, Special Envoy for Syria Geir O. Pedersen and Under-Secretary-General for Humanitarian Affairs Martin Griffiths briefed the Council on the political and humanitarian tracks in Syria, respectively. Griffiths provided an overview of the increasingly dire humanitarian situation in the country and the devastating consequences of the persisting insecurity on civilians. He apprised members of a recent uptick in hostilities in Deir-ez-Zor governorate in eastern Syria, particularly near the UN humanitarian hub, which damaged humanitarian assets and led to the temporary suspension of humanitarian operations. He also spoke about the situation of women and girls in the country, noting that they continue to be exposed to appalling levels of gender-based violence, including sexual violence, exploitation, and abuse. Griffiths called on relevant parties to allow and facilitate the rapid and unimpeded passage of humanitarian relief while taking note of the lack of progress in cross-line delivery of aid—that is, across domestic conflict lines from Syrian government-held areas into areas outside government control. Lack of necessary approvals and security guarantees, among other things, continue to impede the cross-line delivery of humanitarian assistance....In his remarks at the 30 May meeting, Pedersen said that there was no clear path emerging to implementing resolution 2254 of 18 December 2015, which focused on finding a political solution to the Syrian crisis, including through the reconvening of the Syrian Constitutional Committee. Efforts to resume the Constitutional Committee remain stalled. He underlined the importance of preparing for a new and more comprehensive approach, noting that there must be a political horizon to resolve complex conflicts instead of managing or containing them in perpetuity. Highlighting the lack of trust among the stakeholders, he said that only concrete engagement, coordination and action could bring reciprocal and verifiable progress. The absence of a way forward threatens to cause prolonged division and despair. (For background and more information, see our Syria brief in the June Monthly Forecast and 24 June What’s in Blue story.) ...Pedersen also described the ongoing hostilities and persisting security tensions within Syria, including insurgent activities by some tribal elements against the Syrian Democratic Forces (SDF), a primarily Kurdish group opposing the Syrian government; the violent crackdown on protestors in Idlib by the Security Council-listed terrorist group Hayat Tahrir al-Sham; and ongoing protests in al-Sweida governorate, which started in August 2023 against the backdrop of the deteriorating economic situation in the country. He stressed the need for urgent de-escalation across all the frontlines within Syria and in the region, starting with a humanitarian ceasefire in Gaza. He also took note of the upcoming parliamentary elections in government-controlled areas, scheduled for July, adding that these elections cannot be a substitute for an inclusive political process, as envisioned in resolution 2254.",https://www.securitycouncilreport.org/monthly-forecast/2024-07/syria-69.php;https://reliefweb.int/report/syrian-arab-republic/absent-political-progress-ongoing-violence-putting-syria-global-community-terrible-risks-special-envoy-syria-warns-security-council,,MR
SYR202405-19,Syria,652,,unknown,,,,31,5,2024,Iraq,CON_75,CON_75,645,1,H,,,Syria; Turkey,118; NL,,2+,1,0,,,"Syria and Türkiye have apparently indicated a renewed interest in pursuing diplomatic rapprochement. Since last year, Russia and Iran have led efforts to mend ties between the two countries. The foreign ministers of the four countries met in Moscow on 10 May 2023 to advance these efforts; however, the talks apparently stalled, with Syria insisting on the withdrawal of Turkish armed forces from northern Syria. (For background, see the Syria brief in our June 2023 Monthly Forecast.) It appears that Iraq has also made efforts recently to mediate between the two sides. According to media reports, in a 31 May press interview, the Iraqi prime minister acknowledged these efforts and said that Iraq is trying to create grounds for reconciliation and dialogue between the two countries. ",https://www.securitycouncilreport.org/monthly-forecast/2024-08/syria-70.php,,M
SYR202406-12,Syria,652,,Latakia,Syria,35.7833,35.5167,11,6,2024,Russia,CON_21,CON_21,365,1,P,,Arab Cooperation Process,Turkey; Syria,NL;118,,2+,1,0,,,"Turkish military officials held a meeting with their Syrian counterparts at the Russian Hmeimim airbase, in Latakia province on the Syrian coast, following a meeting between Turkish Foreign Minister, Hakan Fidan, and Russian President, Vladimir Putin, a few days ago.The Turkish newspaper Aydınlık reported on June 15 that the meeting took place at Hmeimim base on June 11, under Russian mediation.The newspaper cited sources described as “close to the Syrian government,” stating that the talks between the two sides resumed after being frozen for some time.",https://english.enabbaladi.net/archives/2024/06/under-russian-auspices-turkish-syrian-meeting-at-hmeimim-base-in-latakia/,,M
SYR202406-13,Syria,652,,unknown,,,,26,6,2024,Russia,CON_21,CON_21,365,1,H,Alexander Lavrentiev,Turkey-Syria Normalisation,Syria,118,,1,1,0,,,"During a 26 June meeting with the Russian President’s Special Representative on Syria, Alexander Lavrentiev, Syrian President Bashar al-Assad expressed his openness to all initiatives regarding Syrian-Turkish relations, based on respect for Syrian sovereignty. Turkish President Recep Tayyip Erdogan has similarly expressed his desire to improve relations with Syria. In a 7 July statement, Erdogan said that he may extend an invitation to al-Assad to visit Türkiye “at any moment”. According to media reports, the local council of the city of al-Bab in eastern Aleppo governorate announced in June the opening of the Abu al-Zandeen crossing, which connects the area controlled by the Syrian National Army—a coalition of armed groups allegedly backed by Türkiye—and the region under the control of the Syrian government. The announcement reportedly came against the backdrop of Turkish-Russian efforts to normalise economic relations between opposition-held areas and regime-controlled territories.",https://www.securitycouncilreport.org/monthly-forecast/2024-08/syria-70.php,,MR
SYR202407-9,Syria,652,,Astana,Kazakhstan,71.4222,51.1472,3,7,2024,Russia; Turkey,CON_21;CON_562,CON_21;CON_562,365;640,2,P,Vladimir Putin; Recep Tayyip Erdogan,Turkey-Syria Normalisation,,,,0,,0,,,"Turkish President Recep Tayyip Erdoğan will participate in the summit of heads of state and governments of the Shanghai Cooperation Organization (SCO) in Astana on July 3-4, where he plans to hold talks with Russian President Vladimir Putin, APA reports citing Haberturk.According to the Turkish edition HaberTurk, the summit's agenda will include the Russian-Ukrainian war, enhancing the functionality of the Black Sea Grain Initiative, the latest situation at the Akkuyu Nuclear Power Plant, the establishment of a center for gas trade, and the holding of elections in the northern region of Syria, where Kurds live compactly.",https://en.apa.az/asia/turkish-president-to-meet-vladimir-putin-at-sco-summit-440662;https://www.aa.com.tr/en/asia-pacific/kremlin-says-putin-erdogan-set-to-have-extended-meeting-on-sidelines-of-sco-summit/3264808;https://www.al-monitor.com/originals/2024/07/erdogan-meets-dear-friend-putin-russia-turkey-eye-cooperation-syria;https://www.zerohedge.com/geopolitical/putin-erdogan-discuss-syria-rapprochement-squeeze-out-pentagon-occupation;https://www.middleeasteye.net/news/erdogan-plans-invite-syrias-assad-turkey;https://www.dailysabah.com/politics/diplomacy/turkiye-ready-to-support-united-prosperous-peaceful-syria-erdogan,,MR
SYR202407-10,Syria,652,,Al Hasakah,Syria,40.7422,36.5117,7,7,2024,OCHA,GP-51,,,1,H,Adam Abdelmoula,,Refugees/IDPs (Generic); Civil Society (Default),NL;GLO-PAD,,2+,,0,,,"Resident and Humanitarian Coordinator for Syria Adam Abdelmoula travelled to the Al Hasakeh Governorate in northeast Syria from 7 to 10 July. During his visit, Abdelmoula met with various stakeholders and visited several humanitarian projects, including a water filtration station installed in Hasakeh city. He also visited camps for refugees and internally displaced persons, including Al Hol—which hosts more than 41,000 people, 90 percent of whom are women and children, according to the Office for the Coordination of Humanitarian Affairs (OCHA). At the end of his visit, he highlighted the growing humanitarian needs in the area due to severe water shortages, destruction of civilian infrastructure, climate shocks, displacement, and economic decline. He also stressed the need to complement emergency assistance activities with early recovery programming.  ",https://www.securitycouncilreport.org/monthly-forecast/2024-08/syria-70.php,,MR
SYR202407-11,Syria,652,,New York,United States,-73.9249,40.6943,22,7,2024,UNSG; UNSC,IGO_386;IGO_8,IGO_386;IGO_8,;,2,H,Geir O. Pedersen,,,,,0,,0,,,"In his remarks at the 22 July Council meeting on Syria, Special Envoy for Syria Geir O. Pedersen acknowledged the increasing frustration among regional and international stakeholders who, he said, perceive the status quo as “dangerous and unsustainable” and added that interest in Syria is waning in “some quarters”. He stressed the need for an approach that encompasses all relevant military, political or economic actors and addresses the range of issues that continue to drive the conflict or are directly relevant to its resolution.",https://www.securitycouncilreport.org/monthly-forecast/2024-09/syria-71.php,,MR
SYR202407-12,Syria,652,,Damascus,Syria,36.2919,33.5131,23,7,2024,Iran,CON_289,CON_289,630,1,H,Ali Asghar Khaji,Turkey-Syria Normalisation,Syria,118,Faisal Miqdad,1,1,0,,,"Tehran announced its support for the resumption of rapprochement talks between Ankara and Damascus.Following a meeting on Monday in Damascus with Syrian Foreign Minister Faisal al-Miqdad, Iranian Foreign Minister’s senior advisor for special political affairs, Ali Asghar Khaji, said that his country is “pleased” with the resumption of Turkish-Syrian discussions.He noted that Tehran supports this path to resolve problems through “political dialogue, away from military methods.”The Iranian official stressed that the first meetings between Syria and Türkiye were held in Tehran, and then continued in a quadripartite manner. He pointed to the need to hold more talks, “so that we can witness further development in relations between the two countries.”",https://english.aawsat.com/arab-world/5042779-tehran-announces-damascus-its-support-turkish-syrian-rapprochement,,MR
SYR202407-13,Syria,652,,Moscow,Russia,37.6172,55.7558,25,7,2024,Russia,CON_21,CON_21,365,1,P,Vladimir Putin,,Syria,118,Bashar al-Assad,1,1,0,,,"Russian President Vladimir Putin met President Bashar Assad of Syria in the Kremlin, video distributed by the Kremlin press service on Thursday showed.Putin told Assad he was concerned that tensions are rising in the Middle East, but neither leader provided further details on their talks. Russia has waged a military campaign in Syria since September 2015, teaming up with Iran to allow Assad’s government to fight armed opposition groups and reclaim control over most of the country. While Russia now concentrates the bulk of its military resources in Ukraine, it has maintained a military foothold in Syria and keeps troops at its bases there.",https://www.yahoo.com/news/russian-president-vladimir-putin-meets-071824818.html;https://www.khaleejtimes.com/world/europe/russian-leader-putin-meets-syrian-president-assad-in-moscow-tv;https://english.almanar.com.lb/2159478;https://news.sky.com/story/syrias-bashar-al-assad-makes-surprise-visit-to-meet-putin-after-report-russian-leader-could-play-peacemaker-role-13184685;https://www.yahoo.com/news/russian-president-met-syrias-al-110607097.html;https://gulfnews.com/world/mena/putin-meets-bashar-al-assad-amid-calls-to-defuse-turkey-syria-tensions-1.103600508;https://thefrontierpost.com/putin-meets-assad-amid-calls-to-defuse-turkiye-syria-tensions/;https://www.presstv.ir/Detail/2024/07/25/730035/Russia-Putin-Syria-Assad-meeting-regional-issues;https://www.al-monitor.com/originals/2024/07/syrias-assad-meets-putin-russia-amid-turkey-dialogue-push;https://www.breitbart.com/middle-east/2024/07/25/vladimir-putin-meets-bashar-assad-moscow-seeking-reconcile-syria-jihadist-neighbors/,,MR
SYR202407-14,Syria,652,,Laos,Laos,102.4955,19.8563,26,7,2024,Russia; Turkey,CON_21;CON_562,CON_21;CON_562,365;640,2,H,Sergey Lavrov; Hakan Fidan,,,,,0,,0,,,"ANKARA — Turkish Foreign Minister Hakan Fidan discussed the situation in Syria with his Russian counterpart, Sergey Lavrov, in Laos on Friday days after surprise meeting between the Russian and Syrian presidents in Moscow.Fidan and Lavrov discussed bilateral cooperation as well as regional and international developments including in Syria during their meeting on the sidelines of a regional summit in Laos' capital Vientiane, Turkey’s state broadcaster reported, citing Turkish Foreign Ministry sources. The Russian readout, meanwhile, said simply that the pair discussed bilateral and international cooperation avenues between the two countries. The talks follow a meeting between Russian President Vladimir Putin and Syrian President Bashar al-Assad in Moscow on Wednesday as regional efforts to achieve a thaw between Ankara and Damascus after more than a decade of hostilities are ramping up. Instability in the Middle East due to the Israel-Hamas war as well as increasing attacks by pro-Iranian groups on Israel and its Western partners have contributed to a reunification push in some parts of the region.",https://www.al-monitor.com/originals/2024/07/russia-turkey-fms-meet-laos-discuss-syria-reconciliation-efforts,,MR
SYR202407-15,Syria,652,,Baghdad,Iraq,44.3661,33.3153,,7,2024,Jordan; Saudi Arabia; Iraq; Lebanon; Egypt; League of Arab States,CON_78;CON_419;CON_75;CON_79;CON_82;IGO_346,CON_78;CON_419;CON_75;CON_79;CON_82;IGO_346,663;670;645;660;651;,6,P,Ahmed Aboul Gheit,Arab Cooperation Process,Syria,118,,1,1,0,,,"The Arab Liaison Committee on Syria, which includes the foreign ministers of Syria, Jordan, Saudi Arabia, Iraq, Lebanon, and Egypt, as well as the Secretary-General of the Arab League, is set to meet in Baghdad in the coming weeks, according to a report from pro-Syrian regime media outlet Al-Watan.",https://www.newarab.com/news/arab-liaison-committee-syria-meet-baghdad-month,,MR
SYR202408-9,Syria,652,,Ankara,Turkey,32.85,39.93,8,8,2024,Turkey,CON_562,CON_562,640,1,H,Hakan Fidan,,National Coalition Of Syrian Revolution and Opposition Forces; Syrian Negotiation Commission; Syrian Interim Government,ACLED; NL;ACLED,Hadi al-Bahra; Badr Jamous; Abdurrahman Mustafa,2+,1,0,,,"Foreign Minister Hakan Fidan met with representatives of the main Syrian opposition groups in Ankara to discuss a political solution to the civil war in the country, his office said Thursday.The leader of the Syrian National Coalition, Hadi Al Bahra; of the Syrian Negotiation Commission, Bader Jamous; and of the Syrian interim government Abdurrahman Mustafa all met Fidan.""Türkiye reiterated its support for efforts aiming at substantial, realistic dialogue and negotiations that will pave the way for a comprehensive political solution within the UNSCR 2254 framework,"" the ministry said.",https://www.dailysabah.com/politics/diplomacy/fm-fidan-holds-meeting-with-syrian-opposition-groups;https://www.hurriyetdailynews.com/turkish-top-diplomat-meets-syrian-opposition-figures-199314;https://english.aawsat.com/arab-world/5049191-t%C3%BCrkiye-renews-support-political-solution-dialogue-between-damascus-syria,,M
SYR202408-10,Syria,652,,unknown,,,,,8,2024,Russia,CON_21,CON_21,365,1,H,,Turkey-Syria Normalisation,Syria; Turkey,118; NL,,2+,1,0,,,"Turkish sources said that Türkiye and Syria have been engaging in “back-channel diplomacy” to set the stage for a meeting between Turkish President Recep Tayyip Erdogan and his Syrian counterpart, Bashar al-Assad.Despite the outstanding obstacles, which include the disagreement over the Turkish withdrawal from northern Syria, the sources confirmed that the meeting is the most important step to normalize relations, according to an article published in the Turkish Hurriyet newspaper.The sources added that the date and location of the meeting are yet to be agreed upon, but communications are ongoing on the Ankara-Moscow-Damascus line.",https://english.aawsat.com/features/5052395-lebanese-ex-mp-recalls-shocking-meeting-between-rafik-hariri-bashar-assad-lahoud,,M
SYR202409-11,Syria,652,,Cairo,Egypt,31.2358,30.0444,10,9,2024,Egypt; Iraq; Jordan; Lebanon; Saudi Arabia,CON_82;CON_75;CON_78;CON_79;CON_419,CON_82;CON_75;CON_78;CON_79;CON_419,651;645;663;660;670,5,H,Ahmed Aboul Gheit,Arab Cooperation Process,Syria,118,Faisal Mikdad,1,1,0,,,"On 10 September, the Arab ministerial liaison committee that was established following Syria’s readmission to the League of Arab States (LAS) on 7 May 2023 to liaise with the Syrian government and seek a solution to the Syrian crisis—comprising Egypt, Iraq, Jordan, Lebanon, Saudi Arabia, and LAS Secretary-General Ahmed Aboul Gheit—held its second meeting with Syrian Foreign Minister Fayssal Mekdad in Cairo. In a post on X, the Jordanian foreign ministry announced that the committee decided to form a team of experts to study the issues on which the committee is engaging with the Syrian government, such as the return of Syrian refugees and drug manufacturing and smuggling. The team of experts is expected to meet in Baghdad, although the date of the meeting had yet to be decided at the time of writing.",https://www.securitycouncilreport.org/monthly-forecast/2024-10/syria-72.php,,MR
SYR202409-12,Syria,652,,New York,United States,-73.9249,40.6943,20,9,2024,UNSG; OCHA; UNSC,IGO_386;GP-51;IGO_8,IGO_386;;IGO_8,;;,3,H,Geir O. Pedersen; Ramesh Rajasingham,,,,,0,,0,,,"On 20 September, Special Envoy for Syria Geir O. Pedersen and Head of the Office for the Coordination of Humanitarian Affairs (OCHA) in Geneva and Director of the Coordination Division Ramesh Rajasingham briefed the Council on the political and humanitarian tracks in Syria, respectively. Pedersen described the continuing hostilities in the country, including drone strikes by pro-government forces; attacks by the Security Council-listed terrorist group Hayat Tahrir al-Sham in the north-west; sustained attacks by the Islamic State in Iraq and the Levant (ISIL/Da’esh); and continuing tensions and violence in the north-east and south-west. He stressed the urgent need for de-escalation throughout the country leading to a nationwide ceasefire and a cooperative approach to combat Security Council-listed terrorist groups....In his remarks at the 20 September Council meeting, Rajasingham highlighted the impact of the prolonged conflict on children in Syria, noting that approximately eight million children in the country require humanitarian assistance. Since June, nearly a third of the 105 civilian deaths verified by the Office of the High Commissioner for Human Rights (OHCHR) due to hostilities and explosive remnants of war have been children. He described the recent work undertaken by the UN and partner agencies to deliver humanitarian aid across the country. In early September, the UN conducted a cross-line assessment mission to Al-Kisrah, on the eastern side of the Euphrates River in Deir-ez-Zor governorate, where more than 85 percent of the population needs humanitarian assistance, including more than 22,000 people living in displacement sites. (A cross-line mission goes across domestic conflict lines from Syrian government-held areas into areas outside government control.) Humanitarian teams also conducted several cross-line missions to assess and begin repairs on the Alouk water station, providing water to more than 600,000 people living in Al-Hasakah governorate. He added that challenges persist in carrying out other cross-line missions, including to Idlib, Ras al-Ain, Tel Abiad, and Rukban.",https://www.securitycouncilreport.org/monthly-forecast/2024-10/syria-72.php;https://www.globalissues.org/news/2024/09/20/37724,,MR
SYR202409-13,Syria,652,,unknown,,,,,9,2024,UNSG,IGO_386,IGO_386,,1,H,Geir O. Pedersen,UN Geneva Process (Constitutional Committee) - established 2019,Syria,118,,1,1,0,,,"With regard to the resumption of the Syrian Constitutional Committee, Pedersen said that efforts have continued in order to secure agreement from both Syrian parties and a host government on an alternative venue to Geneva. (The Constitutional Committee has not met since June 2022 because Russia, a close ally of Syria, opposed Geneva as the venue following Switzerland’s imposition of sanctions on Russia in response to its invasion of Ukraine in 2022.) Despite several appeals over time, his call for the Syrian parties to prepare for future discussions has not gained traction.",https://www.securitycouncilreport.org/monthly-forecast/2024-10/syria-72.php;https://www.globalissues.org/news/2024/09/20/37724,,M
SYR202409-14,Syria,652,,unknown,,,,,9,2024,UNSG,IGO_386,IGO_386,,1,H,Geir O. Pedersen,UN Geneva Process (Constitutional Committee) - established 2019,Opposition (Generic),GLO-PAD,,1,1,0,,,"With regard to the resumption of the Syrian Constitutional Committee, Pedersen said that efforts have continued in order to secure agreement from both Syrian parties and a host government on an alternative venue to Geneva. (The Constitutional Committee has not met since June 2022 because Russia, a close ally of Syria, opposed Geneva as the venue following Switzerland’s imposition of sanctions on Russia in response to its invasion of Ukraine in 2022.) Despite several appeals over time, his call for the Syrian parties to prepare for future discussions has not gained traction.",https://www.securitycouncilreport.org/monthly-forecast/2024-10/syria-72.php;https://www.globalissues.org/news/2024/09/20/37724,,M
SYR202410-3,Syria,652,,New York,United States,-73.9249,40.6943,23,10,2024,UNSG; OCHA; International Rescue Committee,IGO_386;GP-51;GP-112,IGO_386;;,;;,3,H,Geir O. Pedersen; Su’ad Jarbawi; Edem Wosornu,,Civil Society (Default),GLO-PAD,Abir Haj Ibrahim,1,,0,,,"On 23 October, Special Envoy for Syria Geir O. Pedersen and Director of Operations and Advocacy at the Office for the Coordination of Humanitarian Affairs (OCHA) Edem Wosornu briefed the Council on the political and humanitarian tracks in Syria, respectively. Two civil society representatives also participated at the meeting—Regional Vice President (Middle East and North Africa) at the International Rescue Committee Su’ad Jarbawi and Abir Haj Ibrahim, a peacebuilder from Syria. Pedersen highlighted the urgent need to prevent Syria from becoming “a free-for-all venue, where different actors settle their scores or fuel other theatres, nor a staging ground for attacks or retaliation”. He called for de-escalating regional tensions and for an immediate ceasefire in Gaza and Lebanon. He also expressed concern about the prospect of further escalations between Israel and Iran and what this could mean for Syria. Moreover, he cautioned that regional escalation posed a risk of undermining ceasefire agreements that, despite their imperfections, have maintained a crucial freeze in the front lines within Syria for nearly four years.On the political front, Pedersen noted that partial, piecemeal or conflict-management approaches alone could not tackle the scale of the ever-mounting challenges facing Syria. He remarked that Syria would continue to be embroiled in crises unless the long-stalled Syrian-owned and -led political process facilitated by the UN resumes and begins to move forward. He underlined the need to develop a “new and comprehensive” path out of the conflict, one that addresses the political issues central to the conflict as well as issues pertaining to sovereignty, security, civilian protection, and economic issues.In her remarks, Wosornu stressed the need to ensure the safety and security of Syrians who are fleeing Lebanon under extreme duress and the freedom to reach their preferred destinations. She also called for unhindered access for the humanitarian organisations providing aid to those arriving and all people in need. She said that the humanitarian response is now shifting to providing assistance to people in the areas where they have settled and to support host families and communities, “many of whom are themselves already stretched to breaking point”. She said that attacks at the Lebanon-Syria border crossings have rendered the roads impassable for vehicles, forcing people to cross the border on foot. In addition, she pointed to the disruptions caused in the transport of humanitarian assistance and commercial goods because of damage to the roads connecting Lebanon and Syria.Wosornu also highlighted the UN inter-agency emergency appeal for $324 million for the influx from Lebanon to Syria to support up to 480,000 people over the next six months. This appeal is in addition to Syria’s 2024 Humanitarian Response Plan (HRP), which requires $4.07 billion. At the time of writing, the HRP was only 27.2 percent funded. She urged further support for the critical activities under these plans.",https://www.securitycouncilreport.org/monthly-forecast/2024-11/syria-73.php,,MR
SYR202411-8,Syria,652,,Astana,Kazakhstan,71.4222,51.1472,11,11,2024,Russia; Turkey; Iran,CON_21;CON_562;CON_289,CON_21;CON_562;CON_289,365;640;630,3,H,Geir O. Pedersen,Astana Process,Syria; Opposition (Generic),118;GLO-PAD,Ayman Raad; Ahmed Toma,2+,1,0,,,"On 11-12 November, members of the Astana format (Iran, Russia, and Türkiye) convened the 22nd high-level meeting in Astana. The representatives assessed the impact of regional developments on Syria and discussed the security, humanitarian, and economic situations on the ground, as well as counter-terrorism efforts....Special Envoy for Syria Geir O. Pedersen has continued his efforts to revitalise the Syrian political process, including through engaging with relevant regional and international stakeholders. During the Astana meeting, Pedersen held discussions with representatives of the Astana guarantors and the Syrian government. ... ‘Astana Format Meeting’ on Syria will be held on November 11-12 in Kazakhstan , according to the Kazakh’s Foreign Ministry .Bilateral and trilateral consultations between the delegations will take place on the first day, continuing the following day, the ministry said. On November 12, a plenary session and a final press conference will be held.“The agenda of the meeting includes the following issues: Development of the regional situation around Syria; efforts for a comprehensive settlement; the situation “on the ground” in Syria; confidence-building measures”, the statement says....The talks will address confidence-building measures such as the release of hostages and efforts to locate missing persons, as well as humanitarian initiatives.Participants will discuss mobilizing international support for Syria’s post-conflict recovery and creating conditions for the voluntary return of refugees....""On November 11, 2024, the 22nd International Astana Format meeting on Syria began in Astana as part of the Astana process. Eleven delegations arrived in the capital of Kazakhstan to take part in the meeting. The Syrian delegation is headed by Deputy Minister of Foreign Affairs and Expatriates Ayman Raad, with the Syrian armed opposition represented by Ahmed Toma,"" the ministry said.",https://en.shafaqna.com/388538/astana-format-meeting-on-syria-to-be-held-on-november-11-12-in-kazakhstan/;https://www.hurriyetdailynews.com/kazakhstan-set-to-host-astana-meeting-on-syria-202459;https://tass.com/world/1870335;https://tass.com/world/1870585;https://astanatimes.com/2024/11/kazakh-capital-hosts-22nd-syria-peace-talks/;https://tass.com/politics/1870637;https://www.presstv.ir/Detail/2024/11/11/737053/Iranian-diplomat-warns-against-Israeli-expansionist-objectives-in-Syria;https://www.jpost.com/international/article-828766;https://www.aa.com.tr/en/world/astana-format-talks-on-syria-held-in-kazakh-capital/3391943;https://tass.com/world/1872323;https://www.securitycouncilreport.org/monthly-forecast/2024-12/syria-74.php,,M
SYR202411-9,Syria,652,,Jordan,Jordan,36,31,19,11,2024,UNSG; Jordan,IGO_386;CON_78,IGO_386;CON_78,;663,2,H,Ayman Safadi; Geir O. Pedersen,UN Geneva Process (Constitutional Committee) - established 2019,,,,0,,0,,,"On 19 November, he met with Jordanian Foreign Minister Ayman Safadi in Jordan. In a post on X (formerly Twitter), the Jordanian foreign ministry highlighted Safadi’s call to intensify efforts to end the Syrian crisis and address all its consequences, including by creating appropriate conditions for the voluntary return of refugees.",https://www.securitycouncilreport.org/monthly-forecast/2024-12/syria-74.php,,MR
SYR202411-10,Syria,652,,Damascus,Syria,36.2919,33.5131,25,11,2024,UNSG,IGO_386,IGO_386,,1,H,Geir O. Pedersen,UN Geneva Process (Constitutional Committee) - established 2019,Syria,118,Bassam al-Sabbagh,1,1,0,,,"The UN special envoy for Syria said on Sunday that it was “extremely critical” to end the fighting in Lebanon and Gaza to avoid the country being pulled into a regional war.“We need now to make sure that we have immediately a ceasefire in Gaza, that we have a ceasefire in Lebanon, and that we avoid Syria being dragged even further into the conflict,” said Geir Pedersen ahead of a meeting with Syrian Foreign Minister Bassam Sabbagh in Damascus.The Syrian Foreign Ministry has not released any details about the Pedersen-Sabbagh meeting. It only issued a brief statement in which it announced the meeting.",https://english.aawsat.com/arab-world/5085104-pedersen-says-%E2%80%98extremely-critical%E2%80%99-avoid-syria-being-dragged-war-region,,MR
SYR202411-11,Syria,652,,Virtual,,Virtual,Virtual,29,11,2024,Iran,CON_289,CON_289,630,1,H,Abbas Araghchi,,Syria,118,Bassam al-Sabbagh,1,1,0,,,"TEHRAN, Nov. 29 (Xinhua) -- Iranian Foreign Minister Seyed Abbas Araghchi held a phone talk with his Syrian counterpart Bassam Sabbagh on Friday, exchanging views on the latest developments in Syria, Iran's state-run IRIB TV reported.During the talk, Araghchi denounced the resurgence of terrorist groups in Syria as a U.S.-Israeli ""scheme"" following setbacks in Lebanon and Palestine, affirming that Iran would continue to support the Syrian nation, government, and army in the fight against terrorism for safeguarding regional security and stability.For his part, Sabbagh said the Syrian nation and government would strive to the fullest extent to defend themselves, and will, as always, foil the attempts of terrorists and their supporters in reaching their objectives.",https://english.news.cn/20241129/9aba19f0e74e49768b13960d4b15ebb3/c.html;https://www.prokerala.com/news/articles/a1585831.html,,MR
SYR202411-12,Syria,652,,Virtual,,Virtual,Virtual,30,11,2024,Russia; Iran; Turkey,CON_21;CON_289;CON_562,CON_21;CON_289;CON_562,365;630;640,3,P,Sergey Lavrov; Hakan Fidan; Seyed Abbas Araghchi,,,,,0,,0,,,"Russian Foreign Minister Sergei Lavrov discussed on Saturday the escalating situation in Syria with his counterparts from Iran and Turkey, according to the Russian state-run news agency TASS.According to the statement, ""the ministers agreed with the need to make more active joint efforts aimed at stabilizing the situation in Syria.""",https://www.yahoo.com/news/russia-holds-talks-turkey-iran-165712580.html,,MR
SYR202411-13,Syria,652,,Virtual,,Virtual,Virtual,30,11,2024,Turkey; Russia,CON_562;CON_21,CON_562;CON_21,640;365,2,P,Sergey Lavrov; Hakan Fidan,,,,,0,,0,,,"Lavrov spoke with his Turkish counterpart Hakan Fidan on Saturday and agreed on the need to ""coordinate joint action to stabilise the situation"".",http://www.jordantimes.com/news/region/syria-war-monitor-says-rebels-control-most-aleppo;https://www.dailysabah.com/politics/diplomacy/turkish-fm-holds-talks-with-regional-actors-as-syria-crisis-heats-up,,MR
SYR202411-14,Syria,652,,Virtual,,Virtual,Virtual,30,11,2024,United Arab Emirates,CON_591,CON_591,696,1,H,Mohamed bin Zayed Al Nahyan,,Syria,118,Bashar al-Assad,1,1,0,,,"Syrian President Bashar al-Assad on Saturday held separate phone talks with leaders from the United Arab Emirates (UAE) and Iraq on recent developments in Syria, counterterrorism cooperation, and various regional issues, APA reports citing Xinhua.According to state news agency SANA, in his phone talks with President of the UAE Sheikh Mohamed bin Zayed Al Nahyan, al-Assad stressed Syria's ongoing commitment to defending its stability and territorial integrity ""in the face of all terrorists and their backers."" For his part, the UAE president said the country ""stands with the Syrian state and supports it in combating terrorism, extending its sovereignty, unifying its territories, and achieving stability,"" SANA reported.Al-Assad also held phone talks with Iraqi Prime Minister Mohammed Shia' al-Sudani, during which the latter stressed that ""Syria's security and stability are closely linked to Iraq's national security.""Al-Sudani said the security in Iraq and Syria affects regional security and efforts to establish stability in the Middle East, according to a statement issued by the Iraqi prime minister's media office.",https://en.apa.az/asia/syrian-president-holds-separate-phone-talks-with-uae-president-iraqi-pm-454482,,MR
